,News Organization,Date,Tweets Ago,Tweet,Compound,Positive,Neutral,Negative
267,@CNN,Mon Sep 17 03:42:30 +0000 2018,67,"Ken Starr, the former independent counsel during the investigation of President Bill Clinton, says it would be “unw… https://t.co/yvutqg9aaQ",0.0,0.0,1.0,0.0
268,@CNN,Mon Sep 17 03:28:21 +0000 2018,68,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/TajnK76KW3",0.0,0.0,1.0,0.0
269,@CNN,Mon Sep 17 03:21:32 +0000 2018,69,These are the staggering numbers behind Florence's wrath https://t.co/tAyBgrTVD7 https://t.co/1IqN0QMrmf,0.0,0.0,1.0,0.0
270,@CNN,Mon Sep 17 03:13:03 +0000 2018,70,"Florence's merciless deluge has already killed 18, trapped hundreds and made parts of North and South Carolina impa… https://t.co/z0LTlcPas0",-0.836,0.0,0.683,0.317
271,@CNN,Mon Sep 17 03:06:03 +0000 2018,71,Supreme Court nominee Brett Kavanaugh is facing accusations that echo Anita Hill's 1991 sexual harassment claims ab… https://t.co/DO9tfS8icI,-0.296,0.148,0.615,0.238
272,@CNN,Mon Sep 17 03:00:54 +0000 2018,72,A US Border Patrol agent whom authorities are calling a serial killer was arrested in the deaths of four people aft… https://t.co/D4a0qKYI0a,-0.8126,0.0,0.709,0.291
273,@CNN,Mon Sep 17 02:58:01 +0000 2018,73,An ICE deportation officer was arrested on multiple counts of sodomy and one count of incest last week https://t.co/z6RchiLZCo,-0.4767,0.0,0.853,0.147
274,@CNN,Mon Sep 17 02:49:37 +0000 2018,74,Salesforce CEO Marc Benioff and his wife Lynne Benioff are buying Time Magazine for $190 million from Meredith Corp https://t.co/epJ8tzzqiO,0.0,0.0,1.0,0.0
275,@CNN,Mon Sep 17 02:12:09 +0000 2018,75,Two Republican senators say the Senate Judiciary Committee should not vote on Brett Kavanaugh's Supreme Court nomin… https://t.co/zaOxnGa7vu,0.5574,0.175,0.825,0.0
276,@CNN,Mon Sep 17 02:00:16 +0000 2018,76,"""The Americans,"" ""Barry"" and others that should win Emmys, but probably won't https://t.co/dycJW8VX8O https://t.co/b9VjWwbPCb",0.34,0.156,0.844,0.0
277,@CNN,Mon Sep 17 01:30:11 +0000 2018,77,Three Massachusetts cities are nearing a critical first step of recovery—ensuring homes are safe and have power—aft… https://t.co/xthK0gBJNB,0.1531,0.144,0.743,0.114
278,@CNN,Mon Sep 17 01:00:09 +0000 2018,78,What's actually the difference between a typhoon and a hurricane? @CNNweather explains: https://t.co/rsk5xSc4OW https://t.co/DbIZnKMc1K,0.0,0.0,1.0,0.0
279,@CNN,Mon Sep 17 00:30:09 +0000 2018,79,"""My husband kept hearing people yelling for help."" He tried to go outside to find them, but even at 6-foot-2, the w… https://t.co/4DbXGTyYo2",0.0,0.0,1.0,0.0
280,@CNN,Mon Sep 17 00:00:10 +0000 2018,80,An Australian state is offering a reward for information after several people reported finding sewing needles or pi… https://t.co/JkNjxO9N9s,0.5719,0.179,0.821,0.0
281,@CNN,Sun Sep 16 23:32:19 +0000 2018,81,Florence has unleashed a dangerous mix of wind and rain on the Carolinas. Officials say that despite the storm weak… https://t.co/tqLvluq4v3,-0.4767,0.0,0.86,0.14
282,@CNN,Sun Sep 16 23:29:03 +0000 2018,82,Salesforce CEO Marc Benioff and his wife Lynne Benioff are buying Time Magazine for $190 million from Meredith Corp. https://t.co/d5HLKjJwjh,0.0,0.0,1.0,0.0
283,@CNN,Sun Sep 16 23:00:03 +0000 2018,83,The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/1LLOdM5rcU,-0.3612,0.0,0.894,0.106
284,@CNN,Sun Sep 16 23:00:00 +0000 2018,84,"The new Apple Watch touts a built-in, FDA-approved EKG sensor to test your heart https://t.co/sl4m4dOneD https://t.co/NyBiHaSbO0",-0.0258,0.0,0.927,0.073
285,@CNN,Sun Sep 16 22:45:05 +0000 2018,85,Read the letter Christine Blasey Ford sent accusing Brett Kavanaugh of sexual misconduct https://t.co/cifAF1fXBI,-0.1779,0.0,0.884,0.116
286,@CNN,Sun Sep 16 22:31:11 +0000 2018,86,Typhoon Mangkhut lashes Hong Kong in this timelapse video from the south of Hong Kong Island https://t.co/TmsWa1lT0m https://t.co/g91RdsJecr,0.0,0.0,1.0,0.0
287,@CNN,Sun Sep 16 22:00:10 +0000 2018,87,Democrats called for the Senate Judiciary Committee to delay its planned vote on Brett Kavanaugh's nomination for t… https://t.co/dUiOm1Uq6c,-0.3182,0.0,0.887,0.113
288,@CNN,Sun Sep 16 21:31:08 +0000 2018,88,First responders paused for a break between rescues as Florence continued to dump rain on the Southeast US. (Photos… https://t.co/4BwrvtDLJu,-0.0772,0.105,0.776,0.119
289,@CNN,Sun Sep 16 21:15:59 +0000 2018,89,A US Border Patrol agent whom authorities are calling a serial killer was arrested in the deaths of four people aft… https://t.co/hADaiP4w3x,-0.8126,0.0,0.709,0.291
290,@CNN,Sun Sep 16 21:01:12 +0000 2018,90,New York Democrat Alexandria Ocasio-Cortez says the government failure during Hurricane Maria is part of a systemic… https://t.co/pHwIp10WJs,-0.5106,0.0,0.829,0.171
291,@CNN,Sun Sep 16 20:45:01 +0000 2018,91,Hurricane baby is born after parents flee North Carolina https://t.co/zjFJkyNlRY https://t.co/tnkd3MCZn7,0.0,0.0,1.0,0.0
292,@CNN,Sun Sep 16 20:29:01 +0000 2018,92,A North Carolina family's home is destroyed for the second time in less than 20 years due to hurricane flooding https://t.co/sYM7ZdYYd5,-0.4939,0.0,0.856,0.144
293,@CNN,Sun Sep 16 20:00:09 +0000 2018,93,"Eliud Kipchoge set a new marathon world record, winning the Berlin race in 2 hours, 1 minute and 39 seconds… https://t.co/Uv9E2IZDuv",0.5267,0.167,0.833,0.0
294,@CNN,Sun Sep 16 19:36:04 +0000 2018,94,"A woman accusing Judge Brett Kavanaugh of sexual misconduct more than 30 years ago came forward publicly Sunday, de… https://t.co/JP7R1beDIZ",-0.1779,0.0,0.914,0.086
295,@CNN,Sun Sep 16 19:18:04 +0000 2018,95,Democrats are targeting black voters in the battleground state of Ohio as key to victory in a state they lost to Tr… https://t.co/m14y1RKOPw,-0.6124,0.0,0.8,0.2
296,@CNN,Sun Sep 16 19:01:12 +0000 2018,96,"Drone footage captures severe flooding in Lumberton, North Carolina. 

State officials said Sunday that Florence's… https://t.co/aclnEmumPc",-0.3818,0.0,0.852,0.148
297,@CNN,Sun Sep 16 18:30:00 +0000 2018,97,"""Through my nightmare, I found my dream."" 

John Bunn was wrongfully convicted of murder as a teenager and exonerat… https://t.co/cQxb8gJvWu",-0.6908,0.0,0.783,0.217
298,@CNN,Sun Sep 16 18:18:18 +0000 2018,98,Scientists believe they have discovered three new species in the depths of the Pacific Ocean https://t.co/cDMjbVdeDG https://t.co/RTmbTZrOzG,0.0,0.0,1.0,0.0
299,@CNN,Sun Sep 16 18:02:10 +0000 2018,99,"A group of firefighters in Wilmington, North Carolina, knelt and prayed outside the home where a mother and her inf… https://t.co/0KyrZJu7Dm",0.0,0.0,1.0,0.0
300,@FoxNews,Mon Sep 17 16:15:00 +0000 2018,0,'Who's Kneeling for Him?': Former Cop Reacts After 36th Shooting Death of US Police Officer https://t.co/2g7lLNXilI,-0.5994,0.0,0.794,0.206
301,@FoxNews,Mon Sep 17 16:06:23 +0000 2018,1,North Carolina Governor Roy Cooper holds a briefing on Florence. https://t.co/Wf460VGDzh (Courtesy: WTVD)  https://t.co/z9mosdDNqi,0.0,0.0,1.0,0.0
302,@FoxNews,Mon Sep 17 16:00:03 +0000 2018,2,The U.S. Constitution turns 231 today https://t.co/LUY1ta3TpT,0.0,0.0,1.0,0.0
303,@FoxNews,Mon Sep 17 15:52:00 +0000 2018,3,Waters closed following Cape Cod shark attack; beach manager says people will need to use 'common sense' after fata… https://t.co/NYw3ZNjNUP,-0.4767,0.0,0.86,0.14
304,@FoxNews,Mon Sep 17 15:45:00 +0000 2018,4,Parking lesson ends with car in swimming pool https://t.co/s65bEPzUiv,0.0,0.0,1.0,0.0
305,@FoxNews,Mon Sep 17 15:30:01 +0000 2018,5,Doctors push ban on baby walkers https://t.co/0k5p57Msv5,-0.5574,0.0,0.625,0.375
306,@FoxNews,Mon Sep 17 15:19:25 +0000 2018,6,"RT @FoxBusiness: .@SecretaryZinke: ""We've unwound maybe 22 regulations for every one we put in."" https://t.co/sbhRIwBoN4",0.0,0.0,1.0,0.0
307,@FoxNews,Mon Sep 17 15:18:32 +0000 2018,7,"RT @FoxBusiness: .@SecretaryZinke on #Florence recovery efforts: ""We're out there doing search and rescue, and the first responders are doi…",0.5106,0.148,0.852,0.0
308,@FoxNews,Mon Sep 17 15:15:00 +0000 2018,8,"Gen Jack Keane (Ret): “We’ve got very good, competent local leaders, and if you don’t have that, you’re going to ha… https://t.co/QOWJGy2TeQ",0.6976,0.224,0.776,0.0
309,@FoxNews,Mon Sep 17 15:10:00 +0000 2018,9,Bill Saffo: “We are an island amongst ourselves right now.” @AmericaNewsroom https://t.co/wfpfvZ6wXs,0.0,0.0,1.0,0.0
310,@FoxNews,Mon Sep 17 15:05:00 +0000 2018,10,"Comedian Rachel Feinstein talks marrying FDNY captain, why she chose Amy Schumer to be her maid of honor https://t.co/wdtKSj8Hlp",0.7003,0.254,0.746,0.0
311,@FoxNews,Mon Sep 17 14:55:00 +0000 2018,11,.@judgenap: Get Ready for Another Version of Clarence Thomas-Anita Hill Hearings https://t.co/wwHmDmRega,0.3612,0.185,0.815,0.0
312,@FoxNews,Mon Sep 17 14:35:00 +0000 2018,12,Asia Argento tweets threat to sue Rose McGowan over statement on Jimmy Bennett sex assault case https://t.co/7rKrxjHDnn,-0.802,0.0,0.676,0.324
313,@FoxNews,Mon Sep 17 14:27:22 +0000 2018,13,Breaking News: Brett Kavanaugh dismisses sexual assault allegations as ‘completely false’ https://t.co/oVJjwlo18h,-0.5859,0.0,0.743,0.257
314,@FoxNews,Mon Sep 17 14:22:25 +0000 2018,14,"RT @FoxBusiness: RECALL ALERT: GM recalls trucks, SUVs for brake problem https://t.co/PPW13BbkxG",0.0601,0.188,0.64,0.173
315,@FoxNews,Mon Sep 17 14:15:00 +0000 2018,15,Kavanaugh accuser says she’s willing to testify; @pdoocy reports https://t.co/pQAEsW7YaN @AmericaNewsroom https://t.co/LNzo2SE6GM,0.0,0.0,1.0,0.0
316,@FoxNews,Mon Sep 17 14:00:02 +0000 2018,16,Vincent Hill on @foxandfriends: “Enough is enough.” https://t.co/45TjAh2FFK https://t.co/Bw95P54I09,0.0,0.0,1.0,0.0
317,@FoxNews,Mon Sep 17 13:53:32 +0000 2018,17,Attorney General Jeff Sessions delivers remarks at the Justice Department's Forum on Free Speech in Higher Educatio… https://t.co/XclfXxEU30,0.7717,0.295,0.705,0.0
318,@FoxNews,Mon Sep 17 13:50:23 +0000 2018,18,"RT @FoxNewsResearch: Florence Flood Threat:
•Wilmington, NC cut off by flood waters
•Seven rivers in NC could reach major flooding levels…",-0.6597,0.045,0.732,0.224
319,@FoxNews,Mon Sep 17 13:48:06 +0000 2018,19,"RT @FoxBusiness: Americans prefer cash over credit for small purchases
https://t.co/gcyNX49Y5q",0.3818,0.206,0.794,0.0
320,@FoxNews,Mon Sep 17 13:45:00 +0000 2018,20,"Animals rescued from Florence floodwaters, after pets left behind or forgotten https://t.co/m7Gk0W42Cy",0.2263,0.19,0.68,0.129
321,@FoxNews,Mon Sep 17 13:37:29 +0000 2018,21,RT @FoxBusiness: #StockAlert: Stocks at the open https://t.co/4pvdWixXUG https://t.co/JtgtjLCDJ2,0.0,0.0,1.0,0.0
322,@FoxNews,Mon Sep 17 13:25:00 +0000 2018,22,Officers killed in the line of duty in 2018 https://t.co/h3SOzDNsIr,-0.6705,0.0,0.667,0.333
323,@FoxNews,Mon Sep 17 13:10:00 +0000 2018,23,.@KellyannePolls: “We know that this takes an awful lot of time beyond the initial devastation and the resources ar… https://t.co/ARw2g7ZSm3,-0.7003,0.0,0.756,0.244
324,@FoxNews,Mon Sep 17 13:01:00 +0000 2018,24,".@robertwolf32: ""I think that they did the right thing closing the market because it would've been a run on the ban… https://t.co/cU2XU1pu8x",0.0,0.0,1.0,0.0
325,@FoxNews,Mon Sep 17 12:56:25 +0000 2018,25,"Brett Kavanaugh accuser should be heard, 'testify under oath' on allegations, White House Counselor Kellyanne Conwa… https://t.co/lfmDesCQge",0.0,0.0,1.0,0.0
326,@FoxNews,Mon Sep 17 12:50:00 +0000 2018,26,"Keith Whittington: ""We need to understand the principles under which the Constitution operates."" @foxandfriends https://t.co/GcBnUjvHPP",0.0,0.0,1.0,0.0
327,@FoxNews,Mon Sep 17 12:40:00 +0000 2018,27,".@judgenap: “Law enforcement would view it very, very skeptically because of the passage of time of 35 years.”… https://t.co/VKCgzE3Urs",-0.4159,0.0,0.867,0.133
328,@FoxNews,Mon Sep 17 12:35:00 +0000 2018,28,.@KellyannePolls reacts to claims made by Kavanaugh accuser  @foxandfriends https://t.co/90r2IyBbDF https://t.co/FQEoaROnlY,0.0,0.0,1.0,0.0
329,@FoxNews,Mon Sep 17 12:30:00 +0000 2018,29,"OPINION: As midterm elections approach, Republicans must do this https://t.co/FPOywlYN12",0.0,0.0,1.0,0.0
330,@FoxNews,Mon Sep 17 12:26:02 +0000 2018,30,Members of the North Carolina Task Force urban search and rescue team wade through a flooded neighborhood looking f… https://t.co/gY1k8KRebb,0.5106,0.155,0.845,0.0
331,@FoxNews,Mon Sep 17 12:24:59 +0000 2018,31,RT @FoxBusiness: Markets since last week: https://t.co/GLIyVaH5to,0.0,0.0,1.0,0.0
332,@FoxNews,Mon Sep 17 12:10:00 +0000 2018,32,Hundreds trapped as Florence slams Carolinas; @GriffJenkins reports https://t.co/Wf460VGDzh @foxandfriends https://t.co/HpsuG7u0KQ,-0.5267,0.0,0.746,0.254
333,@FoxNews,Mon Sep 17 12:00:00 +0000 2018,33,The U.S. Constitution turns 231 today https://t.co/gGr2lvTlxD,0.0,0.0,1.0,0.0
334,@FoxNews,Mon Sep 17 11:50:00 +0000 2018,34,.@JaniceDean gives an update on Florence https://t.co/Wf460Vp2aH @foxandfriends https://t.co/cYK7IZngEN,0.0,0.0,1.0,0.0
335,@FoxNews,Mon Sep 17 11:40:00 +0000 2018,35,".@dbongino: “They go to work knowing every day it could be their last time…but they don’t think about that, they ju… https://t.co/dPqh3y5oLV",0.0,0.0,1.0,0.0
336,@FoxNews,Mon Sep 17 11:30:00 +0000 2018,36,OPINION: Trump could still get the Nobel Peace Prize for North Korean denuclearization – Here’s how https://t.co/9i4ESarhDN,0.7783,0.327,0.673,0.0
337,@FoxNews,Mon Sep 17 11:00:01 +0000 2018,37,Strzok-Page texts calling to 'open' case in 'chargeable way' under fresh scrutiny https://t.co/qqSysBS6HN,0.3182,0.161,0.839,0.0
338,@FoxNews,Mon Sep 17 10:45:55 +0000 2018,38,OPINION: 'C' is for Constitution: Our kids don't know much about America's founding – It's time we start teaching t… https://t.co/FQFkspu3uO,0.0,0.0,1.0,0.0
339,@FoxNews,Mon Sep 17 10:25:10 +0000 2018,39,Buffalo Bills' Vontae Davis retires at halftime of game https://t.co/grvgBPVNOa,0.0,0.0,1.0,0.0
340,@FoxNews,Mon Sep 17 10:17:13 +0000 2018,40,New Mexico observatory set to reopen after temporary closure over undisclosed security issue https://t.co/m6lomSSLZJ,0.34,0.156,0.844,0.0
341,@FoxNews,Mon Sep 17 10:10:24 +0000 2018,41,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/SnzXI8n7QE,0.0,0.0,1.0,0.0
342,@FoxNews,Mon Sep 17 10:03:56 +0000 2018,42,Texas Board of Ed votes to pull Hillary Clinton and Helen Keller from social studies curriculum… https://t.co/AoDvqJz0MR,0.0,0.0,1.0,0.0
343,@FoxNews,Mon Sep 17 10:00:14 +0000 2018,43,"Peter Morici: ""[Obama] certainly gave President @realDonaldTrump a decent economy, not a great economy. But Preside… https://t.co/fHY66qoNrR",-0.2249,0.128,0.695,0.176
344,@FoxNews,Mon Sep 17 09:55:43 +0000 2018,44,"Arizona Senate candidates @RepMcSally, @kyrstensinema debate border security, public safety at Fox News town hall… https://t.co/TAgEQSdRyv",0.6369,0.271,0.729,0.0
345,@FoxNews,Mon Sep 17 09:50:52 +0000 2018,45,".@nedryun: ""I think the Democrats are counting their chickens before they hatch."" @FoxFriendsFirst https://t.co/JXTxoZ6Lhx",0.0,0.0,1.0,0.0
346,@FoxNews,Mon Sep 17 09:43:30 +0000 2018,46,Too much pressure in gas pipes blamed for several deadly explosions in Massachusetts https://t.co/n38trZuhGx,-0.6486,0.0,0.694,0.306
347,@FoxNews,Mon Sep 17 09:40:10 +0000 2018,47,Mollie Tibbett's accused killer due in court later this week https://t.co/vae2ooDEZQ,-0.7579,0.0,0.581,0.419
348,@FoxNews,Mon Sep 17 09:36:42 +0000 2018,48,Exclusive look at @FBI's bomb training school https://t.co/EcRpWsNkoG,-0.4019,0.14,0.561,0.299
349,@FoxNews,Mon Sep 17 09:32:24 +0000 2018,49,Attorney General Jeff Sessions calls family of MS-13 victim's mom who was fatally struck by SUV… https://t.co/yX5Hg3DGpA,-0.7351,0.0,0.708,0.292
350,@FoxNews,Mon Sep 17 09:26:10 +0000 2018,50,14th suspect arrested in Bronx teen 'Junior' Guzman-Feliz's killing at bodega https://t.co/5OaF7r9jd7 https://t.co/uD3OhnzSCT,-0.8658,0.0,0.508,0.492
351,@FoxNews,Mon Sep 17 09:24:49 +0000 2018,51,'Serial killer' Border Patrol agent accused of 4 murders held on $2.5M bond https://t.co/D8Rrm45aqi,-0.8885,0.0,0.488,0.512
352,@FoxNews,Mon Sep 17 09:18:37 +0000 2018,52,"Rams backup center arrested on DUI suspicion, police said https://t.co/NyDxmt9pYN",-0.6908,0.0,0.584,0.416
353,@FoxNews,Mon Sep 17 09:14:40 +0000 2018,53,Summit between North Korea and South Korea to focus on nuclear talks https://t.co/MKNR4ENdSs,0.0,0.0,1.0,0.0
354,@FoxNews,Mon Sep 17 09:10:49 +0000 2018,54,Israel releases US professor detained in West Bank village https://t.co/0nj0XcQh3W,-0.4019,0.0,0.769,0.231
355,@FoxNews,Mon Sep 17 09:07:25 +0000 2018,55,".@RealDocSoos: ""I would think that Republicans would be pretty excited about Robert Mueller— someone who is imparti… https://t.co/aYinRbr2eG",0.6808,0.259,0.741,0.0
356,@FoxNews,Mon Sep 17 09:05:01 +0000 2018,56,Salesforce co-founder purchases Time Magazine for $190 million https://t.co/GQSD99FKFM,0.0,0.0,1.0,0.0
357,@FoxNews,Mon Sep 17 09:00:52 +0000 2018,57,".@JenKernsUSA: ""It's very clear at the time that Special Counsel Robert Mueller was appointed, that no one at the h… https://t.co/WcbJjnnmTq",0.5256,0.217,0.698,0.085
358,@FoxNews,Mon Sep 17 08:55:00 +0000 2018,58,Lisa Page testimony: Collusion still unproven by time of Mueller's special counsel appointment https://t.co/ZqW2wNAonr,0.4019,0.172,0.828,0.0
359,@FoxNews,Mon Sep 17 08:53:45 +0000 2018,59,National Guard rescuing Florence victims https://t.co/Wf460VGDzh https://t.co/WgaJJzcAPU,-0.3182,0.0,0.723,0.277
360,@FoxNews,Mon Sep 17 08:46:22 +0000 2018,60,"""She didn't want anyone else to go through what she went through.""

Nassau County PBA President James McDermott dis… https://t.co/k8CwLLZqNO",-0.0572,0.0,0.94,0.06
361,@FoxNews,Mon Sep 17 08:45:00 +0000 2018,61,A pregnant military couple who evacuated as Hurricane Florence approached North Carolina gave birth to healthy twin… https://t.co/c5EQuA1DAC,0.4019,0.144,0.856,0.0
362,@FoxNews,Mon Sep 17 08:35:00 +0000 2018,62,"Ocasio-Cortez: 'Medicare for all' would save 'very large amount of money,' despite studies showing $30T cost https://t.co/6grsF8sJZL",0.4939,0.167,0.833,0.0
363,@FoxNews,Mon Sep 17 08:33:25 +0000 2018,63,Wilmington Fire Chief Buddy Martinette discusses rescues in the wake of Florence @FoxFriendsFirst https://t.co/t1wFEwgUqg,-0.0258,0.138,0.719,0.144
364,@FoxNews,Mon Sep 17 08:26:04 +0000 2018,64,California professor Christine Ford claims Kavanaugh sexually assaulted her: 'It derailed me'… https://t.co/qtLAluQjCt,-0.7003,0.0,0.655,0.345
365,@FoxNews,Mon Sep 17 08:25:00 +0000 2018,65,.@GovMikeHuckabee: Kerry Talking to Iranians 'Makes the Case' for First-Ever Logan Act Conviction https://t.co/yBjxvC7qSx,0.0,0.0,1.0,0.0
366,@FoxNews,Mon Sep 17 08:21:47 +0000 2018,66,Two robbery suspects facing capital murder charges in the death of a Texas police officer https://t.co/T3lXdi7Y1b https://t.co/hQSTvMfZQy,-0.9201,0.0,0.478,0.522
367,@FoxNews,Mon Sep 17 08:17:46 +0000 2018,67,"Kansas sheriff's deputy shot, killed in line of duty https://t.co/X0hEOQFJpq https://t.co/pYurCqpiyi",-0.6705,0.0,0.69,0.31
368,@FoxNews,Mon Sep 17 08:15:00 +0000 2018,68,Florence death toll at 17 after 3-month-old dies in North Carolina mobile home https://t.co/Wf460Vp2aH,-0.5994,0.0,0.769,0.231
369,@FoxNews,Mon Sep 17 08:14:21 +0000 2018,69,"Florence aftermath: 'Catastrophic, life-threatening' flooding risk as storm shatters rainfall records… https://t.co/4Kg7jwJs5J",-0.2732,0.0,0.84,0.16
370,@FoxNews,Mon Sep 17 08:05:00 +0000 2018,70,North Carolina National Guard soldiers continued rescue efforts over the weekend in flooded areas slammed by Floren… https://t.co/w9fYKEEQgT,0.5106,0.163,0.837,0.0
371,@FoxNews,Mon Sep 17 08:00:00 +0000 2018,71,.@Franklin_Graham shares message after Florence https://t.co/w94mJxmPkV,0.296,0.306,0.694,0.0
372,@FoxNews,Mon Sep 17 07:55:00 +0000 2018,72,".@RepMcSally: ""It's extremely frustrating that the Democrats have been obstructing border security.""… https://t.co/O5Otn8hAmt",-0.4927,0.0,0.79,0.21
373,@FoxNews,Mon Sep 17 07:50:00 +0000 2018,73,Trial set for Idaho teacher accused of feeding puppy to turtle https://t.co/leWA43rrlk,-0.296,0.0,0.833,0.167
374,@FoxNews,Mon Sep 17 07:40:00 +0000 2018,74,".@DevinNunes: “Well, I think ultimately we’re going to win this trade war.” #SundayFutures @MariaBartiromo… https://t.co/iNoOOG1K36",0.5859,0.226,0.774,0.0
375,@FoxNews,Mon Sep 17 07:30:00 +0000 2018,75,John Kerry raised some eyebrows after comparing Trump to an 'insecure teenage girl' https://t.co/KvMTVyPu2m,-0.4215,0.0,0.823,0.177
376,@FoxNews,Mon Sep 17 07:20:00 +0000 2018,76,".@GreggJarrett: ""Everybody's presumed innocent until proven guilty. But that's not the way this special counsel and… https://t.co/755vfMcxem",0.4069,0.247,0.627,0.125
377,@FoxNews,Mon Sep 17 07:10:00 +0000 2018,77,"On @foxandfriends, @GovMikeHuckabee said he believed ""things have gone pretty well the past year and a half"" with… https://t.co/nTb08LrcMs",0.6486,0.249,0.751,0.0
378,@FoxNews,Mon Sep 17 07:00:01 +0000 2018,78,.@JoeLieberman on John Kerry’s talks with Iran https://t.co/wYFbX5KtQM  #SundayFutures @MariaBartiromo https://t.co/BrllXkhgHe,0.0,0.0,1.0,0.0
379,@FoxNews,Mon Sep 17 06:50:00 +0000 2018,79,Wisconsin squirrels freed from 'Gordian Knot' of tails https://t.co/PfrD4AQSs3,0.4019,0.252,0.748,0.0
380,@FoxNews,Mon Sep 17 06:40:00 +0000 2018,80,".@GreggJarrett: ""[Mueller] should have recused himself from the very beginning, never taken the case, because of mu… https://t.co/Dqz7HAu3c6",0.0,0.0,1.0,0.0
381,@FoxNews,Mon Sep 17 06:30:01 +0000 2018,81,"Members of Nebraska Task Force 1 urban search and rescue team help Korean war veteran Roman Wiggs, 87, out of his w… https://t.co/yfPQumgsyr",0.2732,0.208,0.657,0.135
382,@FoxNews,Mon Sep 17 06:20:00 +0000 2018,82,Ted Williams: “What we need are leaders in our communities to go about the community revering and uplifting police… https://t.co/QoIF0Ipm4O,0.0,0.0,1.0,0.0
383,@FoxNews,Mon Sep 17 06:10:00 +0000 2018,83,"Kavanaugh faces uncertain future after woman accuser breaks silence, Republicans worry in private about midterms… https://t.co/TRdZ28zxSx",-0.6249,0.0,0.733,0.267
384,@FoxNews,Mon Sep 17 06:00:00 +0000 2018,84,".@GreggJarrett: ""I find it astonishing that the @POTUS is being investigated over something that is not even remote… https://t.co/zTFvLunnI1",0.0,0.0,1.0,0.0
385,@FoxNews,Mon Sep 17 05:50:00 +0000 2018,85,"A tattered American flag shredded by Florence waves in the wind in Jacksonville, North Carolina, on Sunday. https://t.co/Y2Ntx40ZIY",0.0,0.0,1.0,0.0
386,@FoxNews,Mon Sep 17 05:40:00 +0000 2018,86,.@GovMikeHuckabee: “I think Mike Pompeo was smart to call him out on it.” https://t.co/wYFbX5KtQM https://t.co/zNxQvCclM8,0.4019,0.162,0.838,0.0
387,@FoxNews,Mon Sep 17 05:30:00 +0000 2018,87,Ohio Burger King customer calls 911 after employee refuses to honor coupons https://t.co/JFxmA3nVE0,0.4939,0.211,0.789,0.0
388,@FoxNews,Mon Sep 17 05:20:00 +0000 2018,88,"Arizona rancher Jim Chilton: ""We need a wall."" #TownHallAmerica https://t.co/04BWRgjZqs",0.0,0.0,1.0,0.0
389,@FoxNews,Mon Sep 17 05:10:00 +0000 2018,89,Firefighters knelt and prayed outside of a North Carolina home where a mother and child were killed during Florence… https://t.co/KvTDXw3kFc,-0.6705,0.0,0.791,0.209
390,@FoxNews,Mon Sep 17 05:00:00 +0000 2018,90,Ted Williams: “There is a lack of respect for these men and women who serve us on a daily basis and try to protect… https://t.co/ECETM97D7X,0.2023,0.117,0.795,0.087
391,@FoxNews,Mon Sep 17 04:50:00 +0000 2018,91,"14th suspect arrested in Bronx teen 'Junior' Guzman-Feliz's killing at bodega, report says https://t.co/5OaF7rqU4F",-0.8658,0.0,0.531,0.469
392,@FoxNews,Mon Sep 17 04:40:00 +0000 2018,92,"Maggie, a brave 14-year-old Maltese, boldly faced the strong winds of Florence from her balcony, which overlooks th… https://t.co/qAFmZysfMG",0.8481,0.38,0.62,0.0
393,@FoxNews,Mon Sep 17 04:31:27 +0000 2018,93,United States Coast Guard members of Shallow-Water Response Team 3 rescued pets stranded by flooding caused by Flor… https://t.co/Utj8ul248K,0.6808,0.259,0.741,0.0
394,@FoxNews,Mon Sep 17 04:20:00 +0000 2018,94,"Art Del Cueto, @bpunion vice president: ""I don't close my doors at night because I hate the people outside, I do it… https://t.co/12tOPhX6ko",-0.5719,0.0,0.844,0.156
395,@FoxNews,Mon Sep 17 04:10:00 +0000 2018,95,“I have been leading in the House to make sure we fight for the resources and policies to secure our border.”… https://t.co/dEf12hIfQh,0.2732,0.179,0.722,0.099
396,@FoxNews,Mon Sep 17 04:01:00 +0000 2018,96,"“I think full transparency is in order here.” 

Rep. @DevinNunes joins calls for the Intelligence Committee's Russi… https://t.co/dFJrOx5uKH",0.4767,0.154,0.846,0.0
397,@FoxNews,Mon Sep 17 03:50:00 +0000 2018,97,Alleged 'looters' in Florence-ravaged North Carolina sought by police https://t.co/Ay0ML53Wrh,0.0,0.0,1.0,0.0
398,@FoxNews,Mon Sep 17 03:40:00 +0000 2018,98,"On @foxandfriends, @dbongino slammed John Kerry for having multiple meetings with Iranian officials behind the back… https://t.co/NibevayfLw",0.0,0.0,1.0,0.0
399,@FoxNews,Mon Sep 17 03:30:00 +0000 2018,99,"Arizona Senate candidates McSally, Sinema debate border security, public safety at Fox News town hall https://t.co/5AIQKT87vK",0.6369,0.271,0.729,0.0
